Column1,Column2
1,"red dragon is less baroque and showy than hannibal  and less emotionally affecting than silence . but  like silence  it's a movie that gets under your skin . "
0,"muddled  trashy and incompetent"
1,"on its own  big trouble could be considered a funny little film . "
0,"this 72-minute film does have some exciting scenes  but it's a tad slow . "
0,"collateral damage offers formula payback and the big payoff  but the explosions tend to simply hit their marks  pyro-correctly . "
1,"a fascinating and fun film . "
1,"director rob marshall went out gunning to make a great one . "
0,"feels like the work of someone who may indeed have finally aged past his prime . . . and  perhaps more than he realizes  just wants to be liked by the people who can still give him work . "
1,"could this be the first major studio production shot on video tape instead of film ? "
1,"maintains your interest until the end and even leaves you with a few lingering animated thoughts . "
1,"despite what anyone believes about the goal of its makers  the show . . . represents a spectacular piece of theater  and there's no denying the talent of the creative forces behind it . "
0,"kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business . "
1,"with the film's striking ending  one realizes that we have a long way to go before we fully understand all the sexual permutations involved . "
1,"'[the cockettes] provides a window into a subculture hell-bent on expressing itself in every way imaginable . '"
0,"the ethos of the chelsea hotel may shape hawke's artistic aspirations  but he hasn't yet coordinated his own dv poetry with the beat he hears in his soul . "
1,"the performances are an absolute joy . "
1,"the film's unhurried pace is actually one of its strengths . entirely appropriately  the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn . "
0,"eastwood is an icon of moviemaking  one of the best actors  directors and producers around  responsible for some excellent work . but even a hero can stumble sometimes . "
0,"watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it . "
1,"ranges from laugh-out-loud hilarious to wonder-what- time-it-is tedious . "
1,"[a] wonderfully loopy tale of love  longing  and voting . "
0,"with its hints of a greater intelligence lurking somewhere  the ring makes its stupidity more than obvious . it's painful . "
0,"if kaufman kept cameron diaz a prisoner in a cage with her ape  in his latest  he'd have them mate . "
0,"an overwrought taiwanese soaper about three people and their mixed-up relationship . "
1,"in the director's cut  the film is not only a love song to the movies but it also is more fully an example of the kind of lush  all-enveloping movie experience it rhapsodizes . "
1,"while the glass slipper doesn't quite fit  pumpkin is definitely a unique modern fairytale . "
0,"while the transgressive trappings ( especially the frank sex scenes ) ensure that the film is never dull  rodrigues's beast-within metaphor is ultimately rather silly and overwrought  making the ambiguous ending seem goofy rather than provocative . "
0,"if you are into splatter movies  then you will probably have a reasonably good time with the salton sea . "
0,"consider the title's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept . "
0,"a retread of material already thoroughly plumbed by martin scorsese . "
1,"as literary desecrations go  this makes for perfectly acceptable  occasionally very enjoyable children's entertainment . you'll forget about it by monday  though  and if they're old enough to have developed some taste  so will your kids . "
0,"about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time . "
1,"a moving and not infrequently breathtaking film . "
0,"a relative letdown . "
1,"not as distinctive or even as humorous as its needs to be to stand out  but it has clearly been made with affection and care . "
0,"if high crimes were any more generic it would have a universal product code instead of a title . "
0,"jolie's performance vanishes somewhere between her hair and her lips . "
1,"a moody  multi-dimensional love story and sci-fi mystery  solaris is a thought-provoking  haunting film that allows the seeds of the imagination to germinate . "
1,"a thoroughly enjoyable  heartfelt coming-of-age comedy . "
1,"if you've grown tired of going where no man has gone before  but several movies have - take heart . this is the best star trek movie in a long time . "
1,"davis is funny  charming and quirky in her feature film acting debut as amy . "
1,"despite its flaws  secretary stays in your head and makes you question your own firmly held positions . "
0,"tiresomely derivative and hammily acted . "
0,"[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing . "
1,"works because  for the most part  it avoids the stupid cliches and formulaic potholes that befall its brethren . "
0,"the smash 'em-up  crash 'em-up  shoot 'em-up ending comes out of nowhere substituting mayhem for suspense . "
0,"comes off more like a misdemeanor  a flat  unconvincing drama that never catches fire . "
1,"sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people . "
0,"one lousy movie . "
0,"the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny  but because i had a serious urge to grab the old lady at the end of my aisle's walker and toss it at the screen in frustration . "
1,"reign of fire is hardly the most original fantasy film ever made -- beyond road warrior  it owes enormous debts to aliens and every previous dragon drama -- but that barely makes it any less entertaining . "
0,"the movie is undone by a filmmaking methodology that's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads . "
1,"i have a confession to make : i didn't particularly like e . t . the first time i saw it as a young boy . that is because - damn it ! - i also wanted a little alien as a friend ! "
1,"for the most part stevens glides through on some solid performances and witty dialogue . "
1,"kwan is a master of shadow  quietude  and room noise  and lan yu is a disarmingly lived-in movie . "
0,"a gob of drivel so sickly sweet  even the eager consumers of moore's pasteurized ditties will retch it up like rancid cr�me br�l�e . "
0,"the pool drowned me in boredom . "
1,"a loving little film of considerable appeal . "
0,"every so often a film comes along that is so insanely stupid  so awful in so many ways that watching it leaves you giddy . half past dead is just such an achievement . "
0,"did the film inform and educate me ? yes . did it move me to care about what happened in 1915 armenia ? no . and that is where ararat went astray . "
0,"despite the surface attractions -- conrad l . hall's cinematography will likely be nominated for an oscar next year -- there's something impressive and yet lacking about everything . "
1,"'estupendamente actuada  sumamente emotiva y profundamente humana  es una experiencia f韑mica imposible de olvidar'"
0,"as it stands  there's some fine sex onscreen  and some tense arguing  but not a whole lot more . "
1,"there is a kind of attentive concern that hoffman brings to his characters  as if he has been giving them private lessons  and now it is time for their first public recital . "
0,"this slow-moving swedish film offers not even a hint of joy  preferring to focus on the humiliation of martin as he defecates in bed and urinates on the plants at his own birthday party . "
0,"pumpkin wants to have it both ways . "
0,"for single digits kidlets stuart little 2 is still a no brainer . if you're looking to rekindle the magic of the first film  you'll need a stronger stomach than us . "
1,"sensitively examines general issues of race and justice among the poor  and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do . "
1,"nair's cast is so large it's altman-esque  but she deftly spins the multiple stories in a vibrant and intoxicating fashion . "
1,"a damn fine and a truly distinctive and a deeply pertinent film . "
0,"this formulaic chiller will do little to boost stallone's career . "
0,"due to stodgy  soap opera-ish dialogue  the rest of the cast comes across as stick figures reading lines from a teleprompter . "
1,"an extraordinary swedish film about the soul adventure of marriage -- the kind of intimate and character-driven film that bille august does best . "
0,"comedy troupe broken lizard's first movie is very funny but too concerned with giving us a plot . "
0,"you've already seen heartbreak if you've watched the far superior nurse betty or sunset boulevard . even the unwatchable soapdish is more original . "
0,"while van wilder may not be the worst national lampoon film  it's far from being this generation's animal house . "
1,"a visionary marvel  but it's lacking a depth in storytelling usually found in anime like this . "
0,"with an unusual protagonist ( a kilt-wearing jackson ) and subject matter  the improbable  formula 51  is somewhat entertaining  but it could have been much stronger . "
0," . . . built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids . "
0,"it has plenty of laughs . it just doesn't have much else . . . especially in a moral sense . "
0,"an unsophisticated sci-fi drama that takes itself all too seriously . "
0,"it may be an easy swipe to take  but this barbershop just doesn't make the cut . "
1,"a thinly veiled look at different aspects of chinese life clashing with each other . "
1,"intriguing and stylish . "
1,"the best movie of its kind since 'brazil . ' lucas  take notes . this is how you use special effects . "
1,"as well-acted and well-intentioned as all or nothing is  however  the film comes perilously close to being too bleak  too pessimistic and too unflinching for its own good . "
1,"much of the movie's charm lies in the utter cuteness of stuart and margolo . their computer-animated faces are very expressive . "
1,"the movie is ingenious fun . see it . "
0,"partly a schmaltzy  by-the-numbers romantic comedy  partly a shallow rumination on the emptiness of success -- and entirely soulless . "
1,"cineasts will revel in those visual in-jokes  as in the film's verbal pokes at everything from the likes of miramax chief harvey weinstein's bluff personal style to the stylistic rigors of denmark's dogma movement . "
0,"fear permeates the whole of stortelling  todd solondz' oftentimes funny  yet ultimately cowardly autocritique . "
0,"everyone's to blame here . "
0,"a shoddy male hip hop fantasy filled with guns  expensive cars  lots of naked women and rocawear clothing . "
0,"an instant candidate for worst movie of the year . "
1,"the writing is clever and the cast is appealing . "
0,"there's no palpable chemistry between lopez and male lead ralph fiennes  plus the script by working girl scribe kevin wade is workmanlike in the extreme . "
0,"well-made but mush-hearted . "
1," . . . a joke at once flaky and resonant  lightweight and bizarrely original . "
1,"polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ? "
0,"parker updates the setting in an attempt to make the film relevant today  without fully understanding what it was that made the story relevant in the first place . "
1,"even those who would like to dismiss the film outright should find much to mull and debate . "
1,"it's too harsh to work as a piece of storytelling  but as an intellectual exercise -- an unpleasant debate that's been given the drive of a narrative and that's been acted out -- the believer is nothing less than a provocative piece of work . "
1,"el t韙ulo no enga馻 : la pel韈ula narra una historia donde una mujer enfrentar?cierta realidad  y donde el sexo es . . . "
1,"hugely entertaining from start to finish  featuring a fall from grace that still leaves shockwaves  it will gratify anyone who has ever suspected hollywood of being overrun by corrupt and hedonistic weasels . "
0,"just entertaining enough not to hate  too mediocre to love . "
1,"one of [jaglom's] better efforts -- a wry and sometime bitter movie about love . "
1,"lends itself to the narcotizing bland ( sinister  though not nearly so sinister as the biennial disney girl movie ) machinations of the biennial disney boy movie . "
0,"not a bad premise  but the execution is lackluster at best . "
1,"an exhilarating futuristic thriller-noir  minority report twists the best of technology around a gripping story  delivering a riveting  pulse intensifying escapist adventure of the first order"
0,"tom shadyac has learned a bit more craft since directing adams  but he still lingers over every point until the slowest viewer grasps it . "
0,"just a collection of this and that -- whatever fills time -- with no unified whole . "
0,"nonsensical  dull  cyber-horror  flick is a grim  hollow exercise in flat scares and bad acting . "
1,"i have no way of knowing exactly how much is exaggeration  but i've got a creepy feeling that the film is closer to the mark than i want to believe . "
1,"davis . . . gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences . "
1,"the next generation of mob movie . part low rent godfather . part three stooges . "
1,"there's not much to fatale  outside of its stylish surprises . . . but that's ok . "
1,"arteta directs one of the best ensemble casts of the year"
0,"taken as a whole  the tuxedo doesn't add up to a whole lot . "
1,"a wildly funny prison caper . "
1,"for once  a movie does not proclaim the truth about two love-struck somebodies  but permits them time and space to convince us of that all on their own . "
0,"so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . "
0,"as gamely as the movie tries to make sense of its title character  there remains a huge gap between the film's creepy  clean-cut dahmer ( jeremy renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge . "
1,"with a confrontational stance  todd solondz takes aim on political correctness and suburban families . "
0,"who is this movie for ? not kids  who don't need the lesson in repugnance . it's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are 'edgy . '"
1,"the four feathers has rewards  from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes . "
1,"the most brilliant and brutal uk crime film since jack carter went back to newcastle  the first half of gangster no . 1 drips with style and  at times  blood . "
0,"i wish it would have just gone more over-the-top instead of trying to have it both ways . "
0,"slap her - she's not funny ! no french people were harmed during the making of this movie  but they were insulted and the audience was put through torture for an hour and a half . "
1,"it is refreshingly undogmatic about its characters . "
1,"works because reno doesn't become smug or sanctimonious towards the audience . "
0,"the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based 'drama  ' but the emphasis on the latter leaves blue crush waterlogged . "
1,"[fessenden] is much more into ambiguity and creating mood than he is for on screen thrills"
0,"a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification . "
1,"purely propaganda  a work of unabashed hero worship  it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that u . s . foreign policy has played in the rise of castro . "
0,"a good-natured ensemble comedy that tries hard to make the most of a bumper cast  but never quite gets off the ground . "
0,"nothing more than a stifling morality tale dressed up in peekaboo clothing . "
0,"ultimately the project comes across as clinical  detached  uninvolving  possibly prompting audience members to wonder  'what's the point ? '"
1,"generally  clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler  while happily killing 94 minutes . "
1,"the plot is so amusingly contrived and outlandish in its coincidences that no one could ever mistake it for anything resembling reality"
1,"although devoid of objectivity and full of nostalgic comments from the now middle-aged participants  dogtown and z-boys has a compelling story to tell . "
1,"what's surprising about full frontal is that despite its overt self-awareness  parts of the movie still manage to break past the artifice and thoroughly engage you . "
1,"touches smartly and wistfully on a number of themes  not least the notion that the marginal members of society . . . might benefit from a helping hand and a friendly kick in the pants . "
0,"it doesn't quite deserve the gong  but there are more fascinating acts than  confessions of a dangerous mind .  "
1,"a painfully funny ode to bad behavior . "
0,"the filmmakers keep pushing the jokes at the expense of character until things fall apart . "
0,"sinks into the usual cafeteria goulash of fart jokes  masturbation jokes  and racist japanese jokes . "
1,"this story of a determined woman's courage to find her husband in a war zone offers winning performances and some effecting moments . "
0,"julie davis is the kathie lee gifford of film directors  sadly proving once again ego doesn't always go hand in hand with talent . "
1,"filmmaker tian zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power . "
1,"the messy emotions raging throughout this three-hour effort are instantly recognizable  allowing the film to paradoxically feel familiar and foreign at the same time . "
1,"jackie chan movies are a guilty pleasure - he's easy to like and always leaves us laughing . "
1,"as the story moves inexorably through its seven day timeframe  the picture becomes increasingly mesmerizing . "
0,"the reason i found myself finally unmoved by this film  which is immaculately produced and has serious things to say  is that it comes across rather too plainly as allegory . "
0,"it doesn't matter that the film is less than 90 minutes . it still feels like a prison stretch . "
1,"it's a humble effort  but spiced with wry humor and genuine pathos  especially between morgan and redgrave . "
1,"worth a salute just for trying to be more complex than your average film . "
0,"rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories . "
1,"despite an overwrought ending  the film works as well as it does because of the performances . "
1,"the events of the film are just so weird that i honestly never knew what the hell was coming next . "
1,"an uncluttered  resonant gem that relays its universal points without lectures or confrontations . "
0,"sounding like arnold schwarzenegger  with a physique to match  [ahola] has a wooden delivery and encounters a substantial arc of change that doesn't produce any real transformation . "
1,"the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience . it has fun being grown up . "
0,"preposterous and tedious  sonny is spiked with unintentional laughter that  unfortunately  occurs too infrequently to make the film even a guilty pleasure . "
0,"no matter how firmly director john stainton has his tongue in his cheek  the fact remains that a wacky concept does not a movie make . "
0,"[at least] moore is a real charmer . "
1,"the ya-ya's have many secrets and one is - the books are better . translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya . "
1,"elling builds gradually until you feel fully embraced by this gentle comedy . "
0,"[jackson and bledel] seem to have been picked not for their acting chops  but for their looks and appeal to the pre-teen crowd . "
1,"the film is an earnest try at beachcombing verismo  but it would be even more indistinct than it is were it not for the striking  quietly vulnerable personality of ms . ambrose . "
1,"the film has several strong performances . "
0,"starts out with tremendous promise  introducing an intriguing and alluring premise  only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter . "
0,"gaping plot holes sink this 'sub'-standard thriller and drag audience enthusiasm to crush depth . "
0,"god is great  the movie's not . "
1,"an energetic  violent movie with a momentum that never lets up . "
0,"if this movie belonged to a sorority  it would be called beta alpha delta . "
0,"not only are the film's sopranos gags incredibly dated and unfunny  they also demonstrate how desperate the makers of this 'we're -doing-it-for -the-cash' sequel were . "
0,"make no mistake  ivans xtc . is a mess . "
1,"one of the most original american productions this year  you'll find yourself remembering this refreshing visit to a sunshine state . "
0,"it's obvious [je-gyu is] trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom . "
1,"divine secrets of the ya-ya sisterhood may not be exactly divine  but it's definitely -- defiantly -- ya ya  what with all of those terrific songs and spirited performances . "
1,"it finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice . "
1,"the stripped-down dramatic constructs  austere imagery and abstract characters are equal parts poetry and politics  obvious at times but evocative and heartfelt . "
0,"becomes the last thing you would expect from a film with this title or indeed from any plympton film : boring . "
0,"from its nauseating spinning credits sequence to a very talented but underutilized supporting cast  bartleby squanders as much as it gives out . "
1," . . . somehow manages to escape the shackles of its own clich閟 to be the best espionage picture to come out in weeks . "
0,"it's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy  but it has its moments . "
0,"despite all the closed-door hanky-panky  the film is essentially juiceless . "
0,"director yu seems far more interested in gross-out humor than in showing us well-thought stunts or a car chase that we haven't seen 10  000 times . "
0,"another rent installment for the ian fleming estate . "
0,"an eccentric little comic/thriller deeply in love with its own quirky personality . "
0,"analyze that regurgitates and waters down many of the previous film's successes  with a few new swings thrown in . "
1,"funny and  at times  poignant  the film from director george hickenlooper all takes place in pasadena   a city where people still read .  "
1,"many insightful moments . "
1,"despite its floating narrative  this is a remarkably accessible and haunting film . "
0,"considering the harsh locations and demanding stunts  this must have been a difficult shoot  but the movie proves rough going for the audience as well . "
0,"it's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland . "
1,"told just proficiently enough to trounce its overly comfortable trappings . "
1,"this is historical filmmaking without the balm of right-thinking ideology  either liberal or conservative . mr . scorsese's bravery and integrity in advancing this vision can hardly be underestimated . "
1,"jason patric and ray liotta make for one splendidly cast pair . "
1,"it's secondary to american psycho but still has claws enough to get inside you and stay there for a couple of hours . "
0,"a by-the-numbers patient/doctor pic that covers all the usual ground"
1,"the movie is amateurish  but it's a minor treat . "
0,"succumbs to the same kind of maudlin  sentimental mysticism that mars the touched by an angel school of non-god spiritual-uplift movies . "
0,"just too silly and sophomoric to ensnare its target audience . "
0,"kapur weighs down the tale with bogus profundities . "
1,"a funny and touching film that is gorgeously acted by a british cast to rival gosford park's . "
0,"the movie's major and most devastating flaw is its reliance on formula  though  and it's quite enough to lessen the overall impact the movie could have had . "
0,"vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . "
0,"evelyn may be based on a true and historically significant story  but the filmmakers have made every effort to disguise it as an unimaginative screenwriter's invention . "
0,"it's so badly made on every level that i'm actually having a hard time believing people were paid to make it . "
0,"the emperor's club is one of those films that possesses all the good intentions in the world  but . . . "
1," . . . digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations . "
0,"the only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles � several of them . "
1,"with an expressive face reminiscent of gong li and a vivid personality like zhang ziyi's  dong stakes out the emotional heart of happy . "
0,"apparently designed as a reverie about memory and regret  but the only thing you'll regret is remembering the experience of sitting through it . "
0,"jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar . "
1,"the result is mesmerizing -- filled with menace and squalor . "
0,"predictably soulless techno-tripe . "
1,"even when foreign directors . . . borrow stuff from hollywood  they invariably shake up the formula and make it more interesting . "
0,"sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . "
1,"gra鏰s 鄐 intera珲es entre seus personagens  o filme torna-se n鉶 apenas uma hist髍ia divertida sobre uma curiosa persegui玢o  mas tamb閙 um belo estudo de personagens . "
0,"one can only assume that the jury who bestowed star hoffman's brother gordy with the waldo salt screenwriting award at 2002's sundance festival were honoring an attempt to do something different over actually pulling it off"
1,"who is the audience for cletis tout ? anybody who enjoys quirky  fun  popcorn movies with a touch of silliness and a little bloodshed . "
0,"taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . "
0,"the plot has a number of holes  and at times it's simply baffling . "
1,"brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness . "
0,"this extremely unfunny film clocks in at 80 minutes  but feels twice as long . "
0,"a shame that stealing harvard is too busy getting in its own way to be anything but frustrating  boring  and forgettable . "
1,"more a load of enjoyable  conan-esque claptrap than the punishing  special-effects soul assaults the mummy pictures represent . "
1,"it's a rollicking adventure for you and all your mateys  regardless of their ages . "
1,"offers much to enjoy . . . and a lot to mull over in terms of love  loyalty and the nature of staying friends . "
1,"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way  though  this is a refreshingly novel ride . "
0,"despite the holes in the story and the somewhat predictable plot  moments of the movie caused me to jump in my chair . . . "
0,"it's the kind of movie you can't quite recommend because it is all windup and not much of a pitch  yet you can't bring yourself to dislike it . "
0,"the character is too forced and overwritten to be funny or believable much of the time  and clayburgh doesn't always improve the over-the-top mix . "
0,"ice age is the first computer-generated feature cartoon to feel like other movies  and that makes for some glacial pacing early on . "
0,"the lack of naturalness makes everything seem self-consciously poetic and forced . . . it's a pity that [nelson's] achievement doesn't match his ambition . "
1,"leave it to rohmer  now 82  to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago . "
1,"filmmakers david weissman and bill weber benefit enormously from the cockettes' camera craziness -- not only did they film performances  but they did the same at home . "
1,"for movie lovers as well as opera lovers  tosca is a real treat . "
1,"dogtown & z-boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean . "
1,"top-notch action powers this romantic drama . "
1,"it's not particularly well made  but since i found myself howling more than cringing  i'd say the film works . "
1,"a very charming and funny movie . "
1,"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and  because of its heightened  well-shaped dramas  twice as powerful . "
1,"proves that some movie formulas don't need messing with -- like the big-bug movie . "
0,"not that any of us should be complaining when a film clocks in around 90 minutes these days  but the plotting here leaves a lot to be desired . "
1,"in my opinion  analyze that is not as funny or entertaining as analyze this  but it is a respectable sequel . "
0,"myers never knows when to let a gag die ; thus  we're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another . "
1,"k 19 stays afloat as decent drama/action flick"
0,"the boys' sparring  like the succession of blows dumped on guei  wears down the story's more cerebral  and likable  plot elements . "
1,"there's . . . tremendous energy from the cast  a sense of playfulness and excitement that seems appropriate . "
0,"caso voc� sinta necessidade de sair da sala antes do t�rmino da proje��o  n�o se preocupe : ningu�m lhe enviar� penas simbolizando covardia . "
1,"the film delivers what it promises : a look at the  wild ride  that ensues when brash young men set out to conquer the online world with laptops  cell phones and sketchy business plans . "
0,"a relatively effective little potboiler until its absurd  contrived  overblown  and entirely implausible finale . "
1,"writer-director david jacobson and his star  jeremy renner  have made a remarkable film that explores the monster's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted . "
0,"while the story is better-focused than the incomprehensible anne rice novel it's based upon  queen of the damned is a pointless  meandering celebration of the goth-vampire  tortured woe-is-me lifestyle . "
1,"despite these annoyances  the capable clayburgh and tambor really do a great job of anchoring the characters in the emotional realities of middle age . "
0,"[the film's] taste for  shock humor  will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers . "
0,"the pacing is glacial  the screenplay is stiff as a board  and things heat up only in the movie's final scenes . "
0,"has all the right elements but completely fails to gel together . "
0,"as his circle of friends keeps getting smaller one of the characters in long time dead says 'i'm telling you  this is f * * * ed' . maybe he was reading the minds of the audience . "
1,"often overwrought and at times positively irritating  the film turns into an engrossing thriller almost in spite of itself . "
0,"although sensitive to a fault  it's often overwritten  with a surfeit of weighty revelations  flowery dialogue  and nostalgia for the past and roads not taken . "
0,"a lifetime movie about men . "
1,"birthday girl lucks out with chaplin and kidman  who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story  but who can also negotiate the movie's darker turns . "
1,"at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance . "
0,"�passable enough for a shoot-out in the o . k . court house of life type of flick . strictly middle of the road . "
1,"a very capable nailbiter . "
0,"the film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry  but ram dass : fierce grace doesn't organize it with any particular insight . "
1,"this version does justice both to stevenson and to the sci-fi genre . "
1,"suffice to say that after seeing this movie in imax form  you'll be more acquainted with the tiniest details of tom hanks' face than his wife is . "
0,"there is not a character in the movie with a shred of plausibility  not an event that is believable  not a confrontation that is not staged  not a moment that is not false . "
1," . . . one of the most entertaining monster movies in ages . . . "
0,"my precious new star wars movie is a lumbering  wheezy drag . . . "
0,"it's a barely tolerable slog over well-trod ground . "
1,"one of the most significant moviegoing pleasures of the year . "
1,"how good this film might be  depends if you believe that the shocking conclusion is too much of a plunge or not . "
1,"liotta put on 30 pounds for the role  and has completely transformed himself from his smooth  goodfellas image . "
0,"there may have been a good film in  trouble every day   but it is not what is on the screen . "
1,"deserves a place of honor next to nanook as a landmark in film history . "
1,"for the most part  it's a work of incendiary genius  steering clear of knee-jerk reactions and quick solutions . "
1,"those who want to be jolted out of their gourd should drop everything and run to ichi . "
0,"why  you may ask  why should you buy the movie milk when the tv cow is free ? there's no good answer to that one . "
1,"jones . . . does offer a brutal form of charisma . "
1,"at once disarmingly straightforward and strikingly devious . "
0,"in spite of featuring a script credited to no fewer than five writers  apparently nobody here bothered to check it twice . "
1,"matches neorealism's impact by showing the humanity of a war-torn land filled with people who just want to live their lives . "
0,"i could just feel the screenwriter at every moment 'tap  tap  tap  tap  tapping away' on this screenplay . "
0,"'this movie sucks . '"
0,"if they broke out into elaborate choreography  singing and finger snapping it might have held my attention  but as it stands i kept looking for the last exit from brooklyn . "
1,"not too far below the gloss you can still feel director denis villeneuve's beating heart and the fondness he has for his characters . "
1,"a story about intelligent high school students that deals with first love sweetly but also seriously . it is also beautifully acted . "
1,"the acting alone is worth the price of admission . "
1,"labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other . something for everyone . "
1,"[a] rare  beautiful film . "
1,"more sophisticated and literate than such pictures usually are . . . an amusing little catch . "
0,"jaw-droppingly superficial  straining to get by on humor that is not even as daring as john ritter's glory days on three's company . "
1,"[hawn's character]is so bluntly written  without a trace of sentimentality  and so blisteringly defined  that every other character seems overlooked and underwritten . "
0,"the predominantly amateur cast is painful to watch  so stilted and unconvincing are the performances . "
0,"the sweetest thing leaves an awful sour taste . "
0,"a dim-witted and lazy spin-off of the animal planet documentary series  crocodile hunter is entertainment opportunism at its most glaring . "
1,"an enjoyable  if occasionally flawed  experiment . "
1,"as the dominant christine  sylvie testud is icily brilliant . "
1,"anyone who's ever suffered under a martinet music instructor has no doubt fantasized about what an unhappy  repressed and twisted personal life their tormentor deserved . these people are really going to love the piano teacher . "
0,"the movie generates plot points with a degree of randomness usually achieved only by lottery drawing . "
1,"the director  steven shainberg  has succeeded by focusing intently on his characters  making them quirky individuals rather than figures of fun . "
0,"arguably the year's silliest and most incoherent movie . "
0,"if h . g . wells had a time machine and could take a look at his kin's reworked version  what would he say ? 'it looks good  sonny  but you missed the point . '"
1,"brings together some of the biggest names in japanese anime  with impressive results . "
1,"not as good as the full monty  but a really strong second effort . "
0,"i'm not sure which will take longer to heal : the welt on johnny knoxville's stomach from a riot-control projectile or my own tortured psyche . "
0,"simone is not a bad film . it just doesn't have anything really interesting to say . "
0,"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public  to avoid being recognized as the man who bilked unsuspecting moviegoers . "
1,"k-19 will not go down in the annals of cinema as one of the great submarine stories  but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia . "
0,"little more than a stylish exercise in revisionism whose point . . . is no doubt true  but serves as a rather thin moral to such a knowing fable . "
0,"  feardotcom  has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel  but it simply becomes a routine shocker . "
0,"with generic sets and b-grade special effects  jason is about as convincing on the sci-fi front as tv's defunct cleopatra 2525 . "
0,"flaccid drama and exasperatingly slow journey . "
0,"none of this violates the letter of behan's book  but missing is its spirit  its ribald  full-throated humor . "
1,"not as well-written as sexy beast  not as gloriously flippant as lock  stock and two smoking barrels  but stylish and moody and exceptionally well-acted . "
1," ( wendigo is ) why we go to the cinema : to be fed through the eye  the heart  the mind . "
1,"a chilly  brooding but quietly resonant psychological study of domestic tension and unhappiness . "
1,"wonderful fencing scenes and an exciting plot make this an eminently engrossing film . "
0,"solaris is rigid and evasive in ways that soderbergh's best films   erin brockovich    out of sight  and  ocean's eleven   never were . "
1,"a perfectly respectable  perfectly inoffensive  easily forgettable film . "
1,"a family film that contains some hefty thematic material on time  death  eternity  and what is needed to live a rich and full life . "
1,"what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish . "
